('Room_1', 3.1707196417944283, 2.3132873296114713)
('Room_2', 7.82533533698382, 2.7583195685289637)
('Room_3', 11.922113263243308, 2.749726145258431)
('Room_4', 2.2907813357731017, 5.735807067703568)
('Room_5', 11.92655093685479, 7.848103106876846)
('Room_6', 7.83212590065422, 7.871477009974864)
('Door_1', 10.33, 2.93)
('Door_2', 5.23, 3.06)
('Door_3', 10.3676, 5.2636)
('Door_4', 8.197481481481482, 5.274962962962963)
('Door_5', 4.665, 5.41)
('Door_6', 10.43, 9.84)
('Table_1', 8.43, 7.94)
('Table_2', 8.01, 1.79)
('Table_3', 12.1, 9.0)
('Table_4', 12.31, 6.37)
('Table_5', 9.29, 3.39)
('Table_6', 7.38, 3.9)
