('Room_1', 11.631928046439773, 1.2894667852628623)
('Room_2', 14.34203527011089, 3.2915875918102455)
('Room_3', 6.78796992481203, 0.8322637675269254)
('Room_4', 2.7363222445732127, 2.9281258193973243)
('Room_5', 8.211335390603281, 3.5128651098137333)
('Room_6', 3.439994198526426, 7.886560217064365)
('Room_7', 8.931010062654263, 7.898432448016652)
('Room_8', 13.420169501101757, 8.77866984010396)
('Room_9', 14.645, 6.975)
('Table_1', 7.47, 3.32)
('Table_2', 4.52, 7.23)
('Table_3', 3.56, 3.71)
('Table_4', 5.32, 8.32)
('Table_5', 6.91, 4.3)
('Table_6', 8.86, 8.97)
('Table_7', 2.58, 8.01)
('Table_8', 9.34, 6.81)
