('Room_1', 2.9867024896061865, 2.7441122871675585)
('Room_2', 8.648083526099134, 2.7447812077362523)
('Room_3', 2.985833405538582, 7.843469468481467)
('Room_4', 8.64870739270058, 7.864186825057978)
('Room_5', 2.9981880726347656, 13.285124282032767)
('Room_6', 8.659999739341512, 13.299927211117085)
('Door_1', 5.72, 4.56)
('Door_2', 2.25, 5.25)
('Door_3', 5.72, 9.665)
('Door_4', 2.98, 10.35)
('Door_5', 8.65, 10.37)
('Tabel_1', 1.45, 9.17)
('Tabel_2', 1.76, 11.98)
('Tabel_3', 9.54, 1.21)
('Tabel_4', 4.46, 8.86)
('Tabel_5', 9.68, 4.16)
('Tabel_6', 10.32, 6.56)
('Tabel_7', 7.44, 13.58)
('Tabel_8', 7.1, 2.54)
('Tabel_9', 8.85, 11.81)
