('Room_1', 27.119909927236595, 2.0450566560887267)
('Room_2', 18.534674026671794, 14.424126158887537)
('Room_3', 3.8550635635906176, 5.490049288195895)
('Room_4', 3.855138334284084, 9.55992983456931)
('Door_1', 24.31, 3.85)
('Door_2', 5.77, 6.96)
('Door_3', 6.41, 12.06)
('Table_1', 27.82, 7.69)
('Table_2', 25.29, 7.61)
('Table_3', 5.12, 15.38)
('Table_4', 24.96, 14.65)
('Table_5', 28.24, 12.51)
('Table_6', 27.52, 10.87)
('Table_7', 24.2, 16.77)
('Table_8', 18.08, 18.07)
('Table_9', 28.68, 14.77)
